Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Cluster	Label	Score
316	Spectrogram 1	1	503.750000	504.500000	0	0	3	cluster_3	1.0000
317	Spectrogram 1	1	504.250000	504.750000	0	0	26	cluster_26	0.8942
318	Spectrogram 1	1	504.500000	505.000000	0	0	noise	cluster_noise	0.0000
319	Spectrogram 1	1	504.750000	505.500000	0	0	26	cluster_26	1.0000
320	Spectrogram 1	1	505.250000	506.000000	0	0	noise	cluster_noise	0.0000
321	Spectrogram 1	1	505.750000	506.500000	0	0	3	cluster_3	1.0000
322	Spectrogram 1	1	507.000000	507.500000	0	0	noise	cluster_noise	0.0000
323	Spectrogram 1	1	507.250000	507.750000	0	0	26	cluster_26	0.9310
324	Spectrogram 1	1	507.500000	509.000000	0	0	noise	cluster_noise	0.0000
325	Spectrogram 1	1	508.750000	509.500000	0	0	3	cluster_3	1.0000
326	Spectrogram 1	1	509.250000	509.750000	0	0	9	cluster_9	0.7394
327	Spectrogram 1	1	509.500000	510.250000	0	0	noise	cluster_noise	0.0000
328	Spectrogram 1	1	510.000000	510.750000	0	0	26	cluster_26	0.9289
329	Spectrogram 1	1	510.500000	511.000000	0	0	noise	cluster_noise	0.0000
330	Spectrogram 1	1	510.750000	511.250000	0	0	26	cluster_26	1.0000
331	Spectrogram 1	1	511.000000	512.000000	0	0	noise	cluster_noise	0.0000
332	Spectrogram 1	1	511.750000	512.250000	0	0	3	cluster_3	1.0000
333	Spectrogram 1	1	512.000000	512.750000	0	0	noise	cluster_noise	0.0000
334	Spectrogram 1	1	512.500000	513.000000	0	0	26	cluster_26	0.8932
