Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Cluster	Label	Score
242	Spectrogram 1	1	60.250000	60.750000	0	0	5	cluster_5	1.0000
243	Spectrogram 1	1	60.500000	61.000000	0	0	5	cluster_5	0.9265
244	Spectrogram 1	1	60.750000	61.250000	0	0	5	cluster_5	0.6275
245	Spectrogram 1	1	61.000000	61.500000	0	0	5	cluster_5	1.0000
246	Spectrogram 1	1	61.250000	61.750000	0	0	5	cluster_5	0.6202
247	Spectrogram 1	1	61.500000	62.000000	0	0	noise	cluster_noise	0.0000
248	Spectrogram 1	1	61.750000	62.250000	0	0	5	cluster_5	0.9297
249	Spectrogram 1	1	62.000000	62.500000	0	0	5	cluster_5	1.0000
250	Spectrogram 1	1	62.250000	62.750000	0	0	5	cluster_5	0.7975
251	Spectrogram 1	1	62.500000	63.000000	0	0	5	cluster_5	0.9010
252	Spectrogram 1	1	62.750000	63.250000	0	0	5	cluster_5	0.8633
253	Spectrogram 1	1	63.000000	63.500000	0	0	5	cluster_5	1.0000
254	Spectrogram 1	1	63.250000	63.750000	0	0	5	cluster_5	1.0000
255	Spectrogram 1	1	63.500000	64.000000	0	0	5	cluster_5	0.9365
256	Spectrogram 1	1	63.750000	64.250000	0	0	5	cluster_5	0.9462
257	Spectrogram 1	1	64.000000	64.500000	0	0	5	cluster_5	1.0000
258	Spectrogram 1	1	64.250000	64.750000	0	0	5	cluster_5	1.0000
259	Spectrogram 1	1	64.500000	65.000000	0	0	5	cluster_5	1.0000
260	Spectrogram 1	1	64.750000	65.250000	0	0	5	cluster_5	0.9740
261	Spectrogram 1	1	65.000000	65.500000	0	0	5	cluster_5	0.9041
262	Spectrogram 1	1	65.250000	65.750000	0	0	5	cluster_5	0.8287
263	Spectrogram 1	1	65.500000	66.000000	0	0	5	cluster_5	0.7676
264	Spectrogram 1	1	65.750000	66.250000	0	0	5	cluster_5	0.7091
265	Spectrogram 1	1	66.000000	66.500000	0	0	5	cluster_5	1.0000
266	Spectrogram 1	1	66.250000	66.750000	0	0	5	cluster_5	0.8649
267	Spectrogram 1	1	66.500000	67.000000	0	0	5	cluster_5	0.7258
268	Spectrogram 1	1	66.750000	67.250000	0	0	5	cluster_5	0.7712
269	Spectrogram 1	1	67.000000	67.500000	0	0	5	cluster_5	0.7268
270	Spectrogram 1	1	67.250000	67.750000	0	0	5	cluster_5	1.0000
271	Spectrogram 1	1	67.500000	68.000000	0	0	5	cluster_5	1.0000
272	Spectrogram 1	1	67.750000	68.250000	0	0	5	cluster_5	0.7807
273	Spectrogram 1	1	68.000000	68.500000	0	0	5	cluster_5	1.0000
274	Spectrogram 1	1	68.250000	68.750000	0	0	5	cluster_5	0.9192
275	Spectrogram 1	1	68.500000	69.000000	0	0	5	cluster_5	0.9297
276	Spectrogram 1	1	68.750000	69.250000	0	0	5	cluster_5	0.6582
