embedder_type,window_sec,hop_sec,perch_padding,umap_dims,mcs,eps,n_clusters,noise_pct,dbcv,median_sz,min_sz,max_sz,t_umap_s,t_hdbscan_s,detsim,nmi,ari,homog,mean_total_score
perch,2.0,1.0,zero,20,50,0.0,16,7.6,0.5787,749,55,3432,17.3,6.1,0.8239,0.659,0.5108,0.6285,0.65555
perch,2.5,0.25,zero,5,200,0.0,29,29.1,0.1755,940,218,7697,62.2,8.6,0.674,0.6736,0.5753,0.6989,0.65545
perch,1.5,0.25,zero,10,200,0.0,26,19.2,0.4553,1197,254,9692,70.6,7.9,0.7254,0.6626,0.5773,0.6535,0.6547000000000001
perch,1.5,0.25,zero,20,100,0.0,33,17.8,0.3831,601,115,9177,78.7,10.1,0.7306,0.6556,0.5713,0.6607,0.65455
perch,3.0,3.0,repeat,10,100,0.0,10,4.6,0.1404,483,126,1373,11.5,0.7,0.8924,0.657,0.483,0.5847,0.6542749999999999
perch,3.0,3.0,repeat,30,100,0.0,10,4.7,0.1118,477,126,1387,13.8,0.8,0.892,0.6579,0.4817,0.5852,0.6542
perch,3.0,3.0,repeat,20,100,0.0,10,5.3,0.1479,469,126,1365,12.0,0.8,0.8862,0.659,0.4836,0.5865,0.653825
perch,1.5,0.25,zero,10,100,0.0,33,16.8,0.278,563,122,9214,70.6,7.4,0.7364,0.6519,0.5692,0.6573,0.6537
perch,1.5,0.5,repeat,5,200,0.0,15,11.6,0.3975,1631,212,7787,31.9,6.2,0.7418,0.67,0.5488,0.654,0.65365
perch,2.5,0.25,zero,10,200,0.0,31,30.9,0.3449,941,230,8468,67.3,7.8,0.6557,0.6773,0.5763,0.7051,0.6536
perch,3.0,2.5,repeat,30,50,0.0,12,3.2,0.2354,447,62,1659,16.4,0.8,0.9049,0.6544,0.4686,0.5853,0.6533
perch,2.5,0.25,zero,2,100,0.0,55,27.9,0.2823,398,103,7852,68.5,6.3,0.6905,0.655,0.548,0.7187,0.65305
perch,2.5,2.0,zero,5,100,0.0,11,8.5,0.6062,778,189,1293,16.3,0.8,0.8384,0.6506,0.5243,0.5985,0.65295
perch,2.0,1.5,repeat,30,200,0.0,11,10.8,0.3243,640,261,1945,12.6,0.8,0.795,0.6684,0.5341,0.6126,0.652525
perch,2.0,1.5,zero,10,100,0.0,13,11.2,0.4538,571,116,2240,10.8,0.9,0.7886,0.6614,0.5359,0.6236,0.652375
perch,3.0,2.0,repeat,30,100,0.0,11,6.9,0.3182,517,164,2055,19.9,0.9,0.8765,0.6631,0.4797,0.5893,0.6521500000000001
perch,2.0,1.5,zero,30,100,0.0,13,13.3,0.2142,554,123,2248,12.7,1.2,0.7692,0.6681,0.5391,0.6309,0.651825
perch,2.5,0.25,repeat,15,100,0.0,58,23.0,0.3798,283,102,7790,74.9,8.8,0.7251,0.654,0.5242,0.7033,0.6516500000000001
perch,2.0,1.5,repeat,20,200,0.0,11,10.8,0.3179,603,267,1913,11.2,0.7,0.7949,0.6674,0.5325,0.6115,0.651575
perch,2.5,0.25,zero,5,100,0.0,47,26.8,0.2393,506,103,7690,62.2,8.1,0.6992,0.6579,0.5393,0.7068,0.6507999999999999
perch,1.5,0.25,zero,30,50,0.0,60,26.4,0.2727,291,52,7118,99.9,9.8,0.6522,0.6559,0.5773,0.7161,0.650375
perch,1.5,0.25,zero,5,100,0.0,34,19.7,0.4333,504,119,8962,65.2,10.0,0.7201,0.6579,0.5643,0.6585,0.6502
perch,2.0,1.5,repeat,5,200,0.0,11,11.4,0.3061,588,269,1906,10.2,0.5,0.7888,0.6673,0.532,0.6117,0.64995
perch,2.5,0.25,zero,30,100,0.0,44,24.2,0.2089,550,103,7593,88.1,8.6,0.7203,0.6561,0.531,0.6913,0.649675
perch,3.0,2.0,repeat,10,100,0.0,10,3.3,0.6013,722,186,2055,16.9,0.8,0.896,0.651,0.4731,0.5785,0.6496500000000001
perch,3.0,2.5,repeat,15,50,0.0,11,2.3,0.2533,437,62,1672,14.6,0.7,0.9049,0.6493,0.4629,0.5813,0.6496000000000001
perch,1.5,0.5,zero,5,200,0.0,18,21.2,0.2312,1370,442,3618,32.0,7.6,0.6896,0.6523,0.5985,0.6579,0.649575
perch,2.5,0.25,zero,10,100,0.0,42,25.0,0.3981,506,114,7571,67.3,7.0,0.7123,0.6595,0.5384,0.6877,0.649475
perch,2.0,0.5,zero,30,200,0.0,12,10.2,0.328,1715,780,6700,42.0,12.3,0.8033,0.6609,0.5168,0.6163,0.6493249999999999
perch,2.5,2.0,repeat,20,200,0.0,9,13.2,0.3648,814,215,1230,17.8,1.0,0.8065,0.655,0.5443,0.5911,0.6492249999999999
perch,2.5,0.25,repeat,5,100,0.0,59,25.5,0.2649,346,100,8607,61.3,7.6,0.7094,0.6513,0.5262,0.7083,0.6488
perch,1.5,0.5,zero,5,100,0.0,26,17.0,0.4122,699,106,3840,32.0,7.3,0.7378,0.6439,0.5671,0.645,0.64845
perch,1.5,0.25,zero,5,50,0.0,58,27.3,0.3445,296,65,7117,65.2,9.7,0.6432,0.6533,0.5882,0.7073,0.648
perch,2.5,0.25,zero,20,50,0.0,121,25.8,0.4367,118,51,8465,72.7,7.4,0.7162,0.6308,0.511,0.7333,0.647825
perch,2.5,2.0,repeat,10,200,0.0,9,12.9,0.4129,814,215,1224,17.1,0.9,0.7978,0.6554,0.5456,0.5922,0.6477499999999999
perch,2.5,0.25,zero,20,100,0.0,52,27.8,0.2887,399,102,7488,72.7,7.6,0.686,0.6544,0.5361,0.7141,0.6476500000000001
perch,2.5,2.0,zero,15,50,0.0,14,7.9,0.4127,428,78,1278,18.7,0.8,0.8427,0.6487,0.4833,0.6158,0.647625
perch,3.0,2.5,repeat,20,50,0.0,11,2.4,0.4803,430,62,1684,14.4,0.8,0.904,0.647,0.4596,0.5789,0.647375
perch,1.5,0.25,zero,20,50,0.0,60,27.7,0.253,295,52,7148,78.7,10.0,0.641,0.6511,0.5848,0.712,0.6472249999999999
perch,1.5,1.5,zero,30,50,0.0,24,22.8,0.1977,360,55,1263,12.7,1.1,0.7014,0.6454,0.578,0.6628,0.6468999999999999
perch,3.0,2.5,repeat,10,50,0.0,11,3.2,0.4207,404,62,1681,13.6,0.7,0.8965,0.6497,0.4603,0.581,0.646875
perch,2.5,0.25,zero,15,50,0.0,120,27.0,0.254,121,51,7678,74.4,8.4,0.7069,0.6333,0.5097,0.7369,0.6466999999999999
perch,2.0,2.0,repeat,2,100,0.0,11,5.8,0.362,660,193,1594,30.4,0.7,0.8449,0.6426,0.5121,0.5866,0.64655
perch,1.5,0.5,zero,2,200,0.0,19,19.0,0.2948,1397,202,3519,44.8,6.2,0.7293,0.638,0.5732,0.6445,0.64625
perch,2.5,0.25,repeat,20,100,0.0,60,24.0,0.3054,248,102,7363,84.8,9.1,0.7174,0.647,0.5182,0.6987,0.645325
perch,2.0,2.0,repeat,2,50,0.0,13,5.8,0.1782,455,69,1626,30.4,0.7,0.844,0.6416,0.5022,0.5923,0.645025
perch,1.5,1.5,zero,10,50,0.0,23,22.9,0.3402,350,87,1236,11.0,1.0,0.7015,0.6435,0.5747,0.6601,0.64495
perch,3.0,2.5,repeat,10,100,0.0,10,5.2,0.5673,546,168,1682,13.6,0.7,0.8815,0.6541,0.4633,0.5803,0.6448
perch,3.0,2.5,repeat,5,100,0.0,10,5.1,0.4769,550,169,1663,12.7,0.7,0.8804,0.6534,0.4655,0.5799,0.6447999999999999
perch,3.0,2.5,repeat,20,100,0.0,10,4.7,0.51,546,169,1680,14.4,0.8,0.8838,0.6527,0.463,0.5795,0.64475
perch,2.5,0.25,zero,30,50,0.0,122,27.5,0.3714,119,50,7527,88.1,8.3,0.6975,0.6311,0.5109,0.7386,0.644525
perch,3.0,2.5,repeat,30,100,0.0,10,5.4,0.5475,540,168,1656,16.4,0.8,0.8772,0.6536,0.4652,0.5805,0.6441250000000001
perch,1.5,1.0,repeat,10,200,0.0,14,17.5,0.4942,661,272,3897,16.6,5.7,0.6922,0.6758,0.5543,0.6542,0.644125
perch,3.0,2.5,repeat,15,100,0.0,10,4.9,0.4211,549,168,1678,14.6,0.7,0.8816,0.6522,0.4622,0.5786,0.64365
perch,2.0,2.0,repeat,10,100,0.0,11,3.6,0.1965,658,199,1704,17.4,0.8,0.8628,0.634,0.4994,0.5775,0.643425
perch,3.0,0.5,repeat,20,50,0.0,52,15.9,0.4487,187,51,7501,32.8,7.9,0.7971,0.6521,0.4569,0.6664,0.643125
perch,3.0,3.0,repeat,5,100,0.0,10,6.1,0.2736,483,109,1362,10.9,0.7,0.889,0.6471,0.4709,0.5648,0.64295
perch,3.0,2.5,zero,30,50,0.0,12,7.2,0.5852,387,63,1488,16.3,0.9,0.8717,0.6472,0.4689,0.5829,0.642675
perch,2.0,2.0,repeat,15,50,0.0,14,4.7,0.5203,348,53,1703,18.6,0.8,0.8495,0.6394,0.4909,0.59,0.64245
perch,2.0,2.0,repeat,5,50,0.0,14,4.4,0.2483,361,53,1701,16.3,0.8,0.853,0.6377,0.4902,0.5884,0.642325
perch,3.0,2.5,zero,20,50,0.0,12,6.5,0.5924,394,63,1517,14.4,0.8,0.8757,0.6449,0.4665,0.5804,0.641875
perch,2.0,2.0,repeat,15,100,0.0,11,5.3,0.5177,564,200,1700,18.6,0.8,0.8462,0.6387,0.4998,0.5817,0.6416000000000001
perch,2.5,0.25,repeat,10,100,0.0,64,27.3,0.3414,269,101,7177,67.4,7.7,0.6868,0.6464,0.5143,0.7176,0.641275
perch,3.0,2.0,repeat,20,100,0.0,10,4.1,0.2967,773,168,2051,17.6,0.9,0.8989,0.639,0.4641,0.5584,0.6401000000000001
perch,2.5,1.0,zero,10,50,0.0,15,5.3,0.1938,675,66,5952,16.0,6.8,0.8662,0.663,0.4274,0.5993,0.638975
perch,2.5,2.0,zero,15,200,0.0,9,10.6,0.4484,797,213,1303,18.7,0.9,0.8171,0.6384,0.5225,0.5768,0.6387
perch,2.0,2.0,repeat,30,100,0.0,11,7.1,0.2096,462,200,1698,20.5,0.9,0.8314,0.6415,0.4983,0.5836,0.6387
perch,2.0,2.0,repeat,20,100,0.0,11,6.4,0.2432,477,201,1699,18.2,0.9,0.8356,0.6396,0.4971,0.5822,0.638625
perch,2.5,0.5,zero,2,200,0.0,11,3.6,0.1091,1854,796,11763,43.0,5.8,0.8841,0.6536,0.4321,0.5835,0.638325
perch,2.0,2.0,repeat,5,100,0.0,11,6.3,0.2108,496,200,1703,16.3,0.8,0.8368,0.6383,0.4974,0.5806,0.6382749999999999
perch,2.5,0.25,repeat,15,50,0.0,129,23.7,0.2608,129,50,6857,74.9,8.3,0.7093,0.6227,0.478,0.7399,0.637475
perch,1.5,0.25,zero,5,200,0.0,24,15.5,0.367,1148,239,9955,65.2,10.5,0.761,0.6363,0.5378,0.6123,0.6368499999999999
perch,3.0,0.5,repeat,30,50,0.0,53,16.5,0.4313,190,52,7538,38.5,6.6,0.7846,0.6471,0.4508,0.6643,0.6366999999999999
perch,1.5,0.25,zero,2,50,0.0,75,20.5,0.3905,243,50,5708,70.4,6.0,0.695,0.6152,0.5402,0.6954,0.63645
perch,3.0,2.5,zero,10,50,0.0,11,4.0,0.5238,398,63,1577,13.9,0.7,0.8899,0.6343,0.4514,0.5682,0.63595
perch,2.0,1.0,repeat,30,50,0.0,15,4.4,0.2089,631,63,6175,20.3,5.7,0.8549,0.6588,0.4309,0.5976,0.6355500000000001
perch,1.5,0.25,zero,15,200,0.0,24,15.0,0.3469,1167,254,10584,77.5,9.3,0.7653,0.6344,0.5328,0.6096,0.635525
perch,2.0,1.0,repeat,15,50,0.0,15,5.5,0.2208,652,64,6058,17.7,4.2,0.8446,0.6612,0.4354,0.6007,0.635475
perch,2.5,2.0,zero,5,200,0.0,9,10.3,0.3017,792,212,1346,16.3,0.9,0.819,0.6331,0.5139,0.5715,0.634375
perch,2.0,2.0,repeat,30,50,0.0,12,1.9,0.1385,620,53,1698,20.5,0.9,0.8781,0.6206,0.4782,0.5603,0.6343
perch,1.5,0.25,zero,30,200,0.0,24,14.6,0.577,1178,255,10609,99.9,10.4,0.7674,0.6314,0.5309,0.607,0.6341749999999999
perch,2.0,2.0,repeat,20,50,0.0,12,1.3,0.1573,618,52,1700,18.2,0.8,0.8817,0.6189,0.4768,0.5586,0.6339999999999999
perch,2.0,2.0,repeat,10,50,0.0,12,1.0,0.289,620,54,1703,17.4,0.8,0.8845,0.6173,0.4762,0.5574,0.6338499999999999
perch,1.5,0.25,zero,20,200,0.0,24,14.3,0.3519,1184,254,10690,78.7,10.8,0.7694,0.6307,0.529,0.6061,0.6338
perch,1.5,0.25,zero,10,50,0.0,51,24.6,0.5151,294,55,7223,70.6,7.2,0.6676,0.6419,0.5501,0.6753,0.633725
perch,2.0,1.0,repeat,15,100,0.0,12,5.0,0.3131,814,145,6090,17.7,4.2,0.8523,0.6533,0.4414,0.5865,0.633375
perch,2.0,0.25,zero,2,50,0.0,100,21.8,0.2633,135,50,7788,69.5,6.2,0.7187,0.6139,0.5121,0.6885,0.6333
perch,2.5,0.25,zero,10,50,0.0,140,32.5,0.2251,110,53,7440,67.3,7.0,0.6535,0.6271,0.4881,0.7633,0.633
perch,2.0,1.0,repeat,5,50,0.0,15,4.0,0.1984,648,64,6237,15.4,5.3,0.8566,0.655,0.4257,0.5939,0.6328
perch,1.5,1.0,repeat,15,100,0.0,13,5.2,0.4496,823,136,3863,17.9,6.0,0.8,0.6321,0.5046,0.5934,0.632525
perch,1.5,0.5,zero,10,200,0.0,17,17.9,0.2783,1410,232,5002,35.1,6.8,0.7277,0.634,0.5509,0.6156,0.63205
perch,2.0,1.0,repeat,30,100,0.0,12,4.6,0.5138,812,132,6168,20.3,5.7,0.8557,0.6516,0.4363,0.5836,0.6318
perch,2.5,0.25,zero,5,50,0.0,133,28.8,0.2452,117,50,7868,62.2,7.8,0.6758,0.6213,0.4832,0.7458,0.631525
perch,1.5,0.5,zero,20,50,0.0,30,14.5,0.5135,264,50,7725,36.5,6.7,0.7153,0.65,0.506,0.654,0.631325
perch,2.5,2.5,zero,5,100,0.0,10,5.7,0.1685,535,159,1476,13.2,0.2,0.8662,0.631,0.462,0.5647,0.630975
perch,1.5,1.5,zero,15,50,0.0,22,21.6,0.25,365,89,1287,11.7,1.0,0.7162,0.6285,0.545,0.6341,0.63095
perch,2.5,2.0,zero,10,200,0.0,9,12.8,0.3055,794,213,1355,17.4,0.9,0.7941,0.6379,0.5154,0.5758,0.6308
perch,2.5,0.25,repeat,20,50,0.0,135,23.9,0.2802,129,52,7149,84.8,9.1,0.7153,0.6139,0.4543,0.738,0.630375
perch,1.5,0.5,zero,2,100,0.0,25,10.9,0.4544,670,123,7904,44.8,5.8,0.7526,0.6354,0.4947,0.6379,0.63015
perch,1.5,1.0,repeat,2,50,0.0,20,5.4,0.4495,372,63,3847,30.4,5.2,0.7975,0.6296,0.4839,0.6038,0.6287
perch,2.0,0.5,repeat,30,100,0.0,14,2.3,0.3151,1259,144,12341,41.6,6.3,0.8763,0.6418,0.4261,0.5705,0.628675
perch,3.0,2.0,repeat,5,200,0.0,8,7.9,0.3991,937,251,2053,15.8,0.8,0.8829,0.6283,0.4607,0.5426,0.628625
perch,1.5,1.0,repeat,15,200,0.0,12,10.8,0.4483,767,299,3864,17.9,6.1,0.7529,0.6505,0.5066,0.6023,0.628075
perch,1.5,1.0,repeat,5,200,0.0,12,10.8,0.3101,781,308,3878,15.8,7.4,0.7525,0.6504,0.506,0.6022,0.627775
perch,1.5,1.0,repeat,20,200,0.0,12,10.7,0.4516,786,300,3877,17.5,7.0,0.7531,0.6486,0.5074,0.601,0.627525
perch,2.5,2.0,zero,20,200,0.0,9,13.3,0.3166,793,214,1342,18.1,1.0,0.789,0.6353,0.5115,0.5728,0.62715
perch,1.5,1.0,repeat,30,100,0.0,14,6.9,0.375,722,106,3878,20.2,6.1,0.7855,0.6366,0.49,0.5947,0.6267
perch,1.0,0.5,repeat,5,50,0.0,31,23.5,0.3462,503,53,2828,32.9,5.6,0.6373,0.6324,0.5806,0.6562,0.626625
perch,2.5,0.25,repeat,10,50,0.0,133,24.3,0.2732,132,50,6785,67.4,7.4,0.7045,0.6119,0.4493,0.7388,0.626125
perch,1.5,0.5,zero,2,50,0.0,34,10.2,0.2643,275,51,7813,44.8,5.8,0.7573,0.6267,0.4761,0.6444,0.6261249999999999
perch,2.0,1.5,repeat,15,50,0.0,15,7.3,0.5584,430,55,2732,11.4,0.4,0.8225,0.6408,0.445,0.5939,0.62555
perch,1.5,0.5,repeat,10,50,0.0,21,7.7,0.3694,769,52,7687,34.4,6.2,0.7787,0.6426,0.4609,0.6185,0.625175
perch,3.0,2.0,repeat,10,200,0.0,8,6.1,0.4707,943,251,2056,16.9,0.9,0.8794,0.6242,0.4568,0.5389,0.624825
perch,1.5,0.25,repeat,30,100,0.0,27,15.7,0.2229,1160,126,14819,94.9,9.6,0.755,0.6453,0.4728,0.6259,0.62475
perch,3.0,2.0,repeat,15,200,0.0,8,6.5,0.2645,933,246,2066,18.0,0.9,0.8801,0.6242,0.456,0.5387,0.6247499999999999
perch,1.0,0.25,zero,30,200,0.0,27,23.4,0.3572,1352,207,6985,98.6,10.0,0.6465,0.6327,0.5644,0.6549,0.624625
perch,2.5,0.25,repeat,30,100,0.0,66,26.4,0.2045,263,102,7395,91.1,10.7,0.6938,0.6363,0.4477,0.7175,0.623825
perch,1.5,0.25,repeat,10,100,0.0,27,15.0,0.1711,1199,125,14813,69.4,7.9,0.7597,0.6418,0.471,0.6225,0.62375
perch,2.5,0.25,zero,2,50,0.0,163,33.0,0.2908,128,50,6434,68.5,6.0,0.6317,0.6056,0.4725,0.7806,0.6226
perch,1.5,0.25,repeat,15,100,0.0,27,17.9,0.2189,1109,126,14814,76.5,7.9,0.743,0.6498,0.4692,0.6273,0.622325
perch,1.0,0.25,repeat,30,50,0.0,36,21.9,0.3229,590,50,8207,96.3,9.4,0.6702,0.6365,0.5409,0.6398,0.62185
perch,2.0,1.5,repeat,10,50,0.0,16,8.3,0.6102,379,55,2730,11.1,0.4,0.8129,0.6398,0.4369,0.5965,0.6215250000000001
perch,2.5,1.0,zero,20,50,0.0,14,5.0,0.2018,716,69,6418,16.9,5.9,0.8697,0.6494,0.3924,0.5743,0.6214500000000001
perch,1.5,0.5,repeat,20,50,0.0,28,15.8,0.4053,361,60,5996,36.1,8.4,0.7509,0.636,0.4925,0.6061,0.621375
perch,2.0,1.5,zero,20,50,0.0,20,19.3,0.4092,252,62,2621,11.4,1.0,0.7705,0.6444,0.4602,0.61,0.6212749999999999
perch,2.5,2.5,zero,20,100,0.0,9,4.8,0.2453,752,158,1482,14.3,0.3,0.8746,0.6168,0.4513,0.541,0.6209250000000001
perch,2.5,0.25,repeat,30,50,0.0,152,27.8,0.255,127,50,6637,91.1,10.5,0.6743,0.606,0.4371,0.763,0.6201
perch,1.5,0.5,repeat,15,50,0.0,23,8.9,0.2822,502,58,7811,36.8,6.5,0.7638,0.6348,0.4757,0.6059,0.62005
perch,1.5,1.0,zero,20,50,0.0,23,16.2,0.6249,339,63,3956,17.5,6.8,0.703,0.645,0.4913,0.6406,0.6199749999999999
perch,2.0,1.5,repeat,20,50,0.0,16,7.8,0.5849,370,55,2716,11.2,0.4,0.8165,0.6356,0.4339,0.5935,0.6198750000000001
perch,1.5,1.0,zero,30,100,0.0,16,15.6,0.3362,695,279,2854,20.7,6.9,0.7124,0.6236,0.5267,0.6166,0.6198250000000001
perch,2.0,1.5,repeat,30,50,0.0,16,8.9,0.3891,368,55,2728,12.6,0.6,0.8069,0.6398,0.4363,0.5957,0.619675
perch,2.5,0.25,repeat,5,50,0.0,156,32.1,0.2678,121,50,6622,61.3,7.4,0.6348,0.6102,0.4505,0.7828,0.619575
perch,1.5,0.5,zero,30,100,0.0,21,10.8,0.4063,760,114,7876,42.9,6.7,0.7481,0.6299,0.4825,0.6158,0.619075
perch,1.5,1.0,repeat,20,50,0.0,20,8.9,0.5054,400,68,3867,17.5,6.9,0.7684,0.6371,0.4494,0.6191,0.6185
perch,1.0,0.25,repeat,2,200,0.0,22,13.0,0.1817,1759,250,15766,73.9,7.0,0.6827,0.6329,0.5138,0.644,0.61835
perch,2.0,1.5,repeat,5,50,0.0,16,8.6,0.5836,366,57,2747,10.2,0.3,0.8088,0.6379,0.4309,0.5943,0.6179749999999999
perch,1.0,0.25,zero,10,50,0.0,44,24.0,0.2719,578,51,6920,72.9,7.5,0.6249,0.6215,0.5642,0.6605,0.617775
perch,1.5,1.0,zero,15,50,0.0,20,14.2,0.5732,425,72,4063,17.8,5.6,0.7169,0.6396,0.4845,0.6284,0.61735
perch,1.5,1.5,repeat,2,100,0.0,14,14.8,0.2617,449,167,2699,26.6,0.3,0.7074,0.6363,0.5143,0.6111,0.617275
perch,2.0,1.5,zero,15,50,0.0,19,17.0,0.3074,264,62,2623,11.9,0.9,0.7896,0.6307,0.4537,0.5938,0.61695
perch,1.5,0.5,zero,30,50,0.0,29,13.3,0.2537,276,55,7791,42.9,6.8,0.7295,0.6317,0.4801,0.6235,0.6162000000000001
perch,1.5,1.0,zero,10,100,0.0,16,16.4,0.3553,630,103,3879,16.6,5.7,0.7063,0.6379,0.5012,0.6186,0.6160000000000001
perch,2.0,1.0,zero,15,50,0.0,13,4.0,0.637,708,84,3507,17.5,6.2,0.8581,0.6138,0.4368,0.5547,0.61585
perch,1.5,1.0,zero,20,100,0.0,16,13.4,0.2897,676,100,4002,17.5,6.8,0.7298,0.6297,0.4911,0.6118,0.6156
perch,2.5,0.5,zero,10,200,0.0,10,6.1,0.1781,1860,792,12705,35.7,5.5,0.8635,0.6435,0.3942,0.5595,0.615175
perch,1.5,0.5,zero,15,50,0.0,28,13.2,0.6281,282,61,7751,36.8,6.5,0.7294,0.6305,0.4789,0.6215,0.615075
perch,1.5,1.0,zero,5,100,0.0,16,14.4,0.2602,655,324,3068,15.6,5.5,0.7155,0.6196,0.5121,0.6117,0.6147250000000001
perch,1.0,0.25,repeat,10,50,0.0,40,25.9,0.4633,463,52,8564,74.4,7.7,0.6557,0.6358,0.5163,0.6492,0.61425
perch,3.0,3.0,repeat,10,200,0.0,7,13.2,0.194,617,341,1385,11.5,0.8,0.8304,0.6235,0.4669,0.5335,0.613575
perch,3.0,3.0,repeat,15,200,0.0,7,13.5,0.2958,635,332,1378,12.3,0.8,0.8313,0.6236,0.4656,0.5331,0.6134000000000001
perch,1.5,1.0,repeat,30,200,0.0,11,7.5,0.5998,804,300,3882,20.2,6.2,0.781,0.6239,0.4805,0.5671,0.613125
perch,1.5,1.0,repeat,10,100,0.0,12,4.2,0.3064,813,142,3913,16.6,5.6,0.8062,0.6153,0.4683,0.5615,0.612825
perch,3.0,3.0,repeat,5,200,0.0,7,12.0,0.3049,681,331,1383,10.9,0.9,0.8438,0.6175,0.46,0.5274,0.612175
perch,1.5,0.5,repeat,2,50,0.0,30,11.2,0.416,419,60,7340,46.1,6.6,0.7964,0.6105,0.4383,0.6015,0.6116750000000001
perch,1.5,1.0,zero,15,100,0.0,15,14.5,0.2998,651,304,4000,17.8,5.6,0.7147,0.63,0.4899,0.6117,0.611575
perch,2.0,1.0,zero,2,50,0.0,14,4.3,0.1951,677,94,6545,30.9,6.6,0.8536,0.6337,0.3906,0.5665,0.6111
perch,3.0,1.5,repeat,2,200,0.0,8,5.0,0.4125,992,253,3257,25.2,0.9,0.879,0.6228,0.4179,0.5245,0.61105
perch,1.5,0.25,repeat,15,50,0.0,42,18.5,0.2449,335,50,14814,76.5,7.4,0.7331,0.6346,0.4465,0.6288,0.61075
perch,1.0,0.25,repeat,20,200,0.0,17,10.7,0.3689,2251,245,20166,80.9,9.2,0.6741,0.6417,0.4994,0.6267,0.6104750000000001
perch,1.0,0.25,repeat,10,200,0.0,18,13.8,0.3621,2219,238,20219,74.4,8.9,0.6517,0.6519,0.4965,0.6418,0.610475
perch,1.5,1.5,repeat,15,100,0.0,11,6.1,0.5726,689,202,2718,11.6,0.5,0.7831,0.6161,0.4744,0.5615,0.608775
perch,2.5,1.0,zero,30,100,0.0,10,3.4,0.3309,1039,169,6478,19.3,6.1,0.8868,0.626,0.3826,0.5384,0.6084499999999999
perch,2.5,1.5,repeat,15,100,0.0,10,2.6,0.4356,800,262,3005,11.3,1.0,0.89,0.6076,0.4047,0.5309,0.6083000000000001
perch,1.0,0.25,repeat,30,200,0.0,19,13.3,0.4575,2158,223,20178,96.3,10.1,0.6552,0.6445,0.4942,0.6392,0.608275
perch,1.0,0.25,zero,2,100,0.0,36,18.6,0.437,930,119,7021,73.1,6.2,0.6797,0.5986,0.5223,0.6283,0.607225
perch,1.5,1.0,zero,10,50,0.0,21,12.2,0.4329,340,50,3997,16.6,5.5,0.7398,0.6222,0.4647,0.6017,0.6071000000000001
perch,2.0,1.5,zero,10,50,0.0,18,14.8,0.5493,276,59,2621,10.8,0.9,0.8002,0.6162,0.4405,0.5713,0.60705
perch,1.5,1.5,repeat,20,100,0.0,11,6.8,0.3906,609,212,2725,11.6,0.6,0.7765,0.6167,0.4718,0.5615,0.606625
perch,2.0,1.5,zero,15,200,0.0,9,9.4,0.2609,1131,234,2167,11.9,1.1,0.8149,0.6146,0.4556,0.5407,0.6064499999999999
perch,1.5,1.0,repeat,2,100,0.0,13,7.1,0.4879,758,110,3855,30.4,5.2,0.7821,0.6215,0.452,0.5689,0.606125
perch,2.0,1.5,zero,5,50,0.0,19,15.2,0.4913,265,55,2619,10.2,0.8,0.7636,0.6276,0.4343,0.594,0.6048749999999999
perch,1.5,1.0,zero,30,50,0.0,23,15.0,0.4511,339,51,4018,20.7,6.8,0.7154,0.6241,0.4559,0.6233,0.6046750000000001
perch,3.0,0.5,zero,2,200,0.0,12,7.6,0.5482,1446,214,9798,40.8,7.1,0.8671,0.6217,0.3887,0.5412,0.604675
perch,3.0,2.5,repeat,30,200,0.0,7,12.8,0.6181,697,389,1649,16.4,0.9,0.834,0.6129,0.4471,0.5238,0.6044499999999999
perch,2.0,1.5,zero,30,50,0.0,16,10.8,0.2556,491,57,2619,12.7,1.1,0.801,0.6111,0.4335,0.5711,0.604175
perch,1.5,1.0,repeat,30,50,0.0,14,4.5,0.2161,640,87,3884,20.2,6.1,0.8011,0.6157,0.4371,0.5625,0.6041000000000001
perch,1.0,0.25,repeat,30,100,0.0,24,14.2,0.397,1192,112,20276,96.3,9.9,0.6422,0.6433,0.4891,0.6416,0.60405
perch,1.0,0.25,zero,20,50,0.0,37,20.3,0.2268,793,52,8916,81.4,8.1,0.657,0.6115,0.5257,0.6212,0.60385
perch,3.0,2.5,repeat,10,200,0.0,7,11.9,0.2608,707,399,1671,13.6,0.8,0.8444,0.608,0.4425,0.5193,0.6035499999999999
perch,3.0,2.5,repeat,5,200,0.0,7,12.1,0.4452,698,390,1641,12.7,0.8,0.8363,0.6097,0.4451,0.5212,0.603075
perch,3.0,2.5,repeat,15,200,0.0,7,11.3,0.3544,703,400,1671,14.6,0.8,0.844,0.6072,0.442,0.5187,0.602975
perch,1.5,1.0,zero,30,200,0.0,14,16.7,0.5013,601,277,4684,20.7,6.9,0.6932,0.6438,0.4609,0.6129,0.6027
perch,3.0,2.5,repeat,20,200,0.0,7,11.7,0.4932,712,388,1671,14.4,0.8,0.8415,0.6083,0.4414,0.5196,0.6027
perch,1.0,0.25,repeat,5,100,0.0,24,15.7,0.455,1268,114,20378,68.2,8.6,0.6294,0.6473,0.4914,0.6425,0.60265
perch,1.5,0.25,repeat,30,50,0.0,44,18.6,0.2693,340,55,14819,94.9,9.3,0.7323,0.6291,0.4166,0.6314,0.6023499999999999
perch,1.5,1.5,repeat,10,200,0.0,10,11.8,0.5292,735,246,2664,11.0,0.6,0.7365,0.6242,0.4837,0.5639,0.602075
