embedder_type,window_sec,hop_sec,perch_padding,umap_dims,mcs,eps,n_clusters,noise_pct,dbcv,median_sz,min_sz,max_sz,t_umap_s,t_hdbscan_s,detsim,nmi,ari,homog,mean_total_score
perch,2.5,0.5,zero,15,100,0.0,8,0.2,0.3326,1535,152,21107,36.3,6.3,0.9139,0.4774,0.1598,0.3505,0.4754
perch,0.5,0.25,zero,15,50,0.0,49,32.5,0.3648,282,51,9532,108.2,12.9,0.4679,0.5048,0.3984,0.5303,0.47535
perch,2.5,0.5,zero,15,50,0.0,9,0.6,0.4581,826,89,21107,36.3,6.2,0.9111,0.478,0.1581,0.3518,0.47475
perch,0.5,0.5,zero,15,50,0.0,29,33.4,0.3761,413,59,4524,40.1,8.7,0.4474,0.5187,0.3796,0.5523,0.47450000000000003
perch,2.0,1.5,zero,5,100,0.0,7,1.4,0.5306,558,234,6983,10.2,0.9,0.8803,0.4818,0.1649,0.3584,0.47135
perch,2.5,2.5,zero,2,200,0.0,5,6.2,0.0682,941,664,2799,27.7,0.2,0.8559,0.4525,0.2284,0.3466,0.47085
perch,3.0,2.5,zero,30,100,0.0,5,0.0,0.5202,832,153,4002,16.3,0.9,0.9266,0.4535,0.1691,0.3284,0.46940000000000004
perch,3.0,2.5,zero,10,100,0.0,5,0.0,0.5335,835,153,4004,13.9,0.8,0.9266,0.4535,0.169,0.3284,0.46937500000000004
perch,3.0,2.5,zero,5,100,0.0,5,0.0,0.5135,831,153,3999,12.8,0.7,0.9266,0.4532,0.1692,0.3282,0.4693
perch,3.0,2.5,zero,15,100,0.0,5,0.0,0.5392,830,153,4000,14.7,0.8,0.9266,0.4522,0.1691,0.3275,0.46885
perch,2.5,1.5,zero,2,200,0.0,6,1.8,0.6243,861,262,6873,25.6,0.9,0.9012,0.4688,0.162,0.3431,0.468775
perch,3.0,2.5,zero,20,100,0.0,5,0.0,0.4814,832,153,4005,14.4,0.8,0.9266,0.4515,0.1682,0.3269,0.46829999999999994
perch,1.0,1.0,repeat,2,100,0.0,12,9.9,0.4842,531,126,5172,31.0,5.6,0.6687,0.4991,0.2625,0.4353,0.4664
perch,1.0,0.5,repeat,20,200,0.0,12,14.6,0.6543,1033,338,10297,38.3,6.1,0.6348,0.5212,0.2561,0.4534,0.46637500000000004
perch,1.5,0.25,repeat,30,200,0.0,9,1.6,0.2674,2723,256,42150,94.9,10.2,0.827,0.4903,0.1702,0.3705,0.46449999999999997
perch,0.5,0.5,repeat,30,100,0.0,19,26.3,0.4663,450,114,13711,47.8,9.9,0.4447,0.5581,0.3186,0.5347,0.464025
perch,2.0,1.5,zero,30,200,0.0,6,2.1,0.4535,1059,234,6900,12.7,1.4,0.8722,0.4702,0.1688,0.3443,0.46387500000000004
perch,0.5,0.5,zero,2,100,0.0,30,33.9,0.3573,482,114,4263,48.1,6.2,0.4779,0.4965,0.344,0.536,0.4636
perch,0.5,0.25,repeat,15,200,0.0,16,20.1,0.5024,984,237,28662,82.5,11.6,0.4856,0.542,0.317,0.5057,0.462575
perch,2.0,1.5,zero,5,200,0.0,6,1.8,0.1151,1056,234,6949,10.2,1.0,0.8754,0.4664,0.1653,0.341,0.46202499999999996
perch,1.5,1.0,zero,2,50,0.0,11,3.4,0.54,406,54,10372,30.0,5.3,0.8123,0.4867,0.1663,0.377,0.460575
perch,1.5,1.0,zero,2,100,0.0,8,2.3,0.3081,764,345,10372,30.0,5.4,0.8207,0.4813,0.1704,0.3683,0.460175
perch,2.5,2.0,zero,2,200,0.0,5,2.3,0.2416,946,206,5003,31.2,0.8,0.8933,0.4487,0.1699,0.3247,0.45915
perch,1.5,1.5,repeat,30,100,0.0,7,1.4,0.2443,1015,237,4512,12.9,0.6,0.8282,0.4459,0.2098,0.351,0.458725
perch,3.0,2.5,zero,2,200,0.0,4,0.4,0.1622,977,692,3981,28.7,0.8,0.9229,0.4339,0.1672,0.3089,0.458225
perch,2.0,2.0,zero,5,50,0.0,6,0.0,0.5446,798,175,5278,16.2,0.7,0.8932,0.4465,0.1574,0.326,0.45577500000000004
perch,2.0,2.0,zero,5,100,0.0,6,0.3,0.3494,795,175,5278,16.2,0.8,0.8904,0.4469,0.1568,0.3261,0.45505
perch,1.5,1.0,zero,2,200,0.0,7,1.2,0.2097,1334,345,10372,30.0,5.4,0.8298,0.4663,0.1707,0.3518,0.45465
perch,0.5,0.25,repeat,2,100,0.0,23,11.0,0.4779,834,112,29246,74.2,6.1,0.5462,0.5062,0.2763,0.4891,0.45445
perch,1.5,0.25,zero,15,50,0.0,14,1.7,0.1735,813,92,43369,77.5,8.4,0.8247,0.4774,0.1531,0.3625,0.454425
perch,2.0,2.0,zero,20,50,0.0,6,0.0,0.1764,797,177,5299,18.1,0.8,0.8931,0.4437,0.1558,0.3237,0.454075
perch,2.0,2.0,zero,20,100,0.0,6,0.1,0.1571,796,177,5299,18.1,0.9,0.8924,0.4442,0.1555,0.324,0.454025
perch,2.0,2.0,zero,10,50,0.0,6,0.0,0.5513,796,176,5299,17.4,0.8,0.8932,0.4433,0.1556,0.3234,0.45387500000000003
perch,2.0,2.0,zero,10,100,0.0,6,0.0,0.4031,796,176,5299,17.4,0.8,0.8932,0.4433,0.1556,0.3234,0.45387500000000003
perch,2.0,2.0,zero,30,50,0.0,6,0.0,0.5339,797,176,5301,20.7,0.9,0.8932,0.4433,0.1554,0.3233,0.4538
perch,2.0,2.0,zero,30,100,0.0,6,0.2,0.3702,797,176,5301,20.7,0.9,0.8922,0.4439,0.1551,0.3236,0.4537
perch,2.0,2.0,zero,15,100,0.0,6,0.5,0.2067,794,175,5301,18.4,0.9,0.8902,0.4449,0.1548,0.3242,0.453525
perch,2.0,2.0,zero,15,50,0.0,6,0.2,0.2471,793,175,5301,18.4,0.8,0.8915,0.4433,0.1551,0.3233,0.4533
perch,1.0,1.0,repeat,5,100,0.0,9,3.3,0.184,719,120,5738,16.1,5.8,0.7284,0.465,0.2321,0.3799,0.45135000000000003
perch,3.0,2.5,zero,30,200,0.0,4,2.3,0.4617,906,686,4002,16.3,0.9,0.9037,0.4316,0.1632,0.3061,0.45115
perch,3.0,2.5,zero,10,200,0.0,4,2.3,0.3854,905,685,4004,13.9,0.8,0.9037,0.4316,0.1631,0.3061,0.451125
perch,3.0,2.5,zero,5,200,0.0,4,2.3,0.4372,905,690,3999,12.8,0.8,0.9037,0.4313,0.1633,0.3059,0.45105
perch,3.0,2.5,zero,15,200,0.0,4,2.3,0.4859,904,691,4000,14.7,0.8,0.9037,0.4302,0.1632,0.3052,0.45057499999999995
perch,3.0,2.5,zero,20,200,0.0,4,2.3,0.4116,903,689,4005,14.4,0.8,0.9037,0.4295,0.1623,0.3046,0.45002499999999995
perch,1.0,1.0,repeat,15,100,0.0,9,4.3,0.1607,718,117,5747,18.1,5.8,0.7218,0.466,0.2303,0.3805,0.44965
perch,2.0,2.0,zero,2,100,0.0,6,0.0,0.3941,832,174,5307,30.8,0.8,0.8932,0.4356,0.1516,0.3177,0.44952499999999995
perch,0.25,0.25,zero,10,50,0.0,40,47.2,0.1092,340,50,9483,79.2,7.3,0.3785,0.5004,0.3764,0.5378,0.448275
perch,1.0,0.5,repeat,5,200,0.0,8,1.2,0.0669,2031,202,10661,32.9,6.0,0.7418,0.4517,0.2381,0.3613,0.448225
perch,2.0,2.0,repeat,2,200,0.0,5,1.6,0.1626,899,201,5312,30.4,0.8,0.8835,0.4387,0.1517,0.3137,0.44689999999999996
perch,2.5,2.5,repeat,5,200,0.0,4,0.3,0.1689,876,661,4220,13.0,0.8,0.9131,0.425,0.1503,0.2987,0.446775
perch,2.5,2.0,repeat,30,200,0.0,4,2.4,0.2662,1105,813,5097,20.4,1.1,0.893,0.4311,0.1583,0.3044,0.44670000000000004
perch,2.5,2.5,repeat,30,200,0.0,4,1.8,0.0835,883,662,4101,16.4,0.9,0.8969,0.4285,0.1584,0.3026,0.44660000000000005
perch,2.0,2.0,zero,10,200,0.0,5,6.6,0.0705,984,743,3347,17.4,0.9,0.8314,0.4182,0.2147,0.3215,0.44645
perch,2.5,2.0,repeat,5,200,0.0,4,2.3,0.2446,1105,813,5100,16.1,0.8,0.8933,0.4303,0.1578,0.3038,0.4463
perch,2.5,2.0,repeat,2,200,0.0,4,2.3,0.3848,1112,813,5084,29.8,0.8,0.8931,0.4294,0.1583,0.3034,0.44604999999999995
perch,1.0,0.5,zero,2,200,0.0,17,22.6,0.3587,954,224,8772,46.3,6.6,0.6383,0.4725,0.2486,0.4243,0.445925
perch,2.0,2.0,repeat,20,200,0.0,5,1.1,0.3553,908,201,5346,18.2,1.0,0.8849,0.4362,0.1501,0.3117,0.44572500000000004
perch,2.5,2.5,repeat,20,200,0.0,4,1.6,0.0904,867,661,4151,14.4,0.8,0.8994,0.4279,0.1542,0.3014,0.44572500000000004
perch,2.5,2.5,repeat,15,200,0.0,4,0.7,0.089,867,660,4212,14.8,0.9,0.9083,0.4249,0.1498,0.2986,0.44539999999999996
perch,2.5,2.0,repeat,15,200,0.0,4,0.3,0.3447,1095,813,5288,18.3,0.9,0.9137,0.423,0.1471,0.2968,0.44515
perch,2.5,2.5,repeat,10,200,0.0,4,1.4,0.0928,870,663,4159,13.8,0.8,0.9015,0.4256,0.1536,0.2997,0.4451
perch,2.5,2.5,repeat,2,200,0.0,4,5.9,0.079,844,663,3911,28.1,0.8,0.8591,0.4364,0.1711,0.3106,0.44430000000000003
perch,2.5,2.5,zero,5,200,0.0,4,2.0,0.427,836,655,4195,13.2,0.3,0.8978,0.4263,0.1515,0.2993,0.44372500000000004
perch,1.0,0.5,repeat,10,200,0.0,7,0.7,0.0424,2572,632,10775,35.5,6.1,0.7451,0.4419,0.2341,0.3511,0.44305
perch,1.5,1.5,repeat,5,100,0.0,7,2.8,0.4233,440,245,7237,10.4,0.4,0.8192,0.4617,0.1501,0.3406,0.4429
perch,1.5,0.5,zero,10,50,0.0,11,2.2,0.4042,703,54,22113,35.1,6.4,0.8232,0.4561,0.1394,0.3406,0.439825
perch,1.5,0.5,zero,20,200,0.0,7,1.3,0.3938,1753,696,22114,36.5,7.0,0.8285,0.4504,0.1432,0.3317,0.43845
perch,1.5,0.5,zero,10,100,0.0,10,2.6,0.3766,748,132,22113,35.1,6.5,0.8202,0.4524,0.1383,0.3366,0.43687500000000007
perch,0.5,0.5,zero,2,200,0.0,24,31.4,0.1962,745,224,3453,48.1,6.5,0.4496,0.4681,0.3299,0.4944,0.4355
perch,1.0,1.0,repeat,2,200,0.0,9,14.0,0.5299,674,262,5168,31.0,5.7,0.6328,0.467,0.2466,0.3914,0.43445
perch,2.0,1.5,zero,10,200,0.0,5,0.4,0.1572,989,233,6935,10.8,1.1,0.8854,0.4106,0.1497,0.2874,0.43327499999999997
perch,1.5,1.0,zero,5,50,0.0,9,2.0,0.4503,416,63,11096,15.6,5.5,0.8264,0.4418,0.1344,0.3269,0.432375
perch,1.5,1.5,zero,20,100,0.0,7,1.2,0.2229,553,218,7467,11.4,1.1,0.8282,0.4387,0.1348,0.3216,0.430825
perch,1.5,1.5,zero,5,100,0.0,7,1.7,0.4986,556,228,7471,10.4,0.9,0.8242,0.438,0.1338,0.321,0.42924999999999996
perch,1.5,1.5,zero,20,50,0.0,7,1.1,0.3984,563,218,7470,11.4,1.0,0.8281,0.4356,0.1337,0.3192,0.42915
perch,1.5,1.5,zero,5,50,0.0,7,1.3,0.5229,560,228,7471,10.4,0.8,0.828,0.4352,0.1337,0.319,0.42897499999999994
perch,1.5,1.5,zero,15,100,0.0,7,2.2,0.2093,511,215,7467,11.7,1.1,0.8203,0.439,0.1334,0.3206,0.428325
perch,1.5,1.5,zero,10,100,0.0,7,2.3,0.7038,514,217,7444,11.0,1.1,0.8195,0.4387,0.1343,0.3207,0.4283
perch,1.5,1.5,zero,2,50,0.0,6,0.4,0.4504,966,224,7382,26.2,0.8,0.8354,0.4246,0.14,0.3078,0.42695
perch,0.5,0.25,zero,10,50,0.0,37,32.0,0.2107,355,53,12156,81.1,11.3,0.5042,0.4716,0.282,0.4445,0.42557500000000004
perch,3.0,2.0,zero,5,100,0.0,5,0.5,0.2006,862,187,5776,16.0,0.8,0.9218,0.3957,0.1113,0.2714,0.42504999999999993
perch,2.0,2.0,repeat,5,200,0.0,4,1.2,0.071,967,752,5530,16.3,0.9,0.8839,0.4026,0.1333,0.2794,0.42479999999999996
perch,0.5,0.25,zero,2,50,0.0,34,16.4,0.3831,384,57,12158,77.7,7.5,0.5849,0.4262,0.2886,0.397,0.42417499999999997
perch,1.5,1.5,zero,2,200,0.0,6,2.5,0.2291,930,224,7382,26.2,0.9,0.8193,0.4287,0.1379,0.3094,0.423825
perch,0.25,0.25,zero,15,50,0.0,39,43.4,0.2656,347,51,12306,87.1,8.0,0.3775,0.4817,0.3162,0.5125,0.421975
perch,0.5,0.5,zero,10,200,0.0,16,31.4,0.1468,887,222,6436,36.6,8.5,0.5208,0.4568,0.3,0.4095,0.421775
perch,1.5,0.25,repeat,20,50,0.0,8,0.6,0.4535,1603,304,42157,77.4,9.8,0.8342,0.4133,0.1379,0.2985,0.420975
perch,2.5,1.0,repeat,10,200,0.0,5,0.0,0.5316,1641,394,11780,15.6,5.0,0.9152,0.3898,0.1064,0.2657,0.419275
perch,0.5,0.25,zero,5,50,0.0,37,31.7,0.1213,392,54,12272,73.4,9.2,0.4981,0.4638,0.2774,0.4376,0.419225
perch,3.0,3.0,repeat,2,100,0.0,5,1.1,0.5325,352,125,4132,27.0,0.2,0.922,0.3875,0.0989,0.2589,0.416825
perch,2.0,2.0,zero,5,200,0.0,4,4.6,0.4943,928,742,5336,16.2,0.9,0.8491,0.398,0.1388,0.2776,0.41587500000000005
perch,2.0,2.0,zero,20,200,0.0,4,3.6,0.0611,933,743,5411,18.1,1.0,0.8592,0.3942,0.1351,0.2743,0.4157
perch,2.0,2.0,zero,30,200,0.0,4,4.7,0.0623,930,743,5322,20.7,1.0,0.848,0.3972,0.1401,0.2775,0.4157
perch,2.0,2.0,zero,2,200,0.0,4,6.0,0.5482,914,746,5243,30.8,0.8,0.8374,0.4,0.144,0.2802,0.4154
perch,2.0,2.0,zero,15,200,0.0,4,3.8,0.0553,926,743,5407,18.4,0.9,0.8576,0.3936,0.1347,0.2739,0.41495000000000004
perch,0.5,0.25,repeat,2,200,0.0,15,9.3,0.518,900,234,29048,74.2,6.7,0.5607,0.4586,0.2332,0.3976,0.412525
perch,0.5,0.5,repeat,20,50,0.0,18,10.5,0.1705,289,57,13958,39.4,7.1,0.5614,0.4576,0.2299,0.3931,0.41050000000000003
perch,0.5,0.5,zero,10,50,0.0,22,27.3,0.293,656,60,5998,36.6,8.1,0.5017,0.446,0.2754,0.4167,0.40995000000000004
perch,0.5,0.5,zero,5,50,0.0,26,31.1,0.3281,364,67,5908,36.1,7.1,0.4911,0.4509,0.2747,0.4194,0.40902499999999997
perch,2.5,2.5,zero,20,200,0.0,3,0.0,0.286,1721,653,4279,14.3,0.3,0.9151,0.3558,0.1276,0.2367,0.4088
perch,0.5,0.5,repeat,2,200,0.0,9,8.6,0.4058,2007,407,14642,47.0,8.2,0.5642,0.4436,0.2444,0.3783,0.407625
perch,2.5,2.5,zero,30,200,0.0,3,1.1,0.2429,1720,653,4207,16.5,0.4,0.9041,0.357,0.1313,0.2381,0.40762499999999996
perch,2.5,2.5,zero,15,200,0.0,3,2.0,0.2413,1722,655,4141,14.6,0.3,0.8948,0.3598,0.1352,0.2406,0.40759999999999996
perch,2.5,2.5,zero,10,200,0.0,3,1.4,0.2317,1723,654,4185,13.8,0.3,0.9014,0.3572,0.132,0.2384,0.40725
perch,3.0,2.0,zero,5,200,0.0,4,3.9,0.1432,1037,235,5682,16.0,0.8,0.8903,0.3728,0.109,0.2506,0.405675
perch,0.5,0.25,repeat,5,100,0.0,14,16.6,0.1681,1195,156,24687,70.4,9.3,0.5322,0.46,0.2303,0.3984,0.40522499999999995
perch,3.0,2.0,zero,10,200,0.0,4,2.2,0.3553,1037,232,5822,17.0,0.9,0.9045,0.367,0.103,0.2452,0.40492500000000003
perch,3.0,2.0,zero,30,200,0.0,4,2.2,0.1907,1035,235,5824,20.4,1.0,0.9045,0.3671,0.1028,0.2453,0.404925
perch,3.0,2.0,zero,20,200,0.0,4,2.2,0.2801,1035,235,5823,17.8,1.0,0.9045,0.3665,0.1028,0.245,0.40469999999999995
perch,3.0,2.0,zero,2,200,0.0,4,2.3,0.321,1044,226,5813,29.9,0.8,0.9044,0.3656,0.103,0.2443,0.404325
perch,3.0,2.0,zero,15,200,0.0,4,2.2,0.3052,1039,225,5825,18.1,0.9,0.9045,0.3652,0.1026,0.2439,0.40405
perch,3.0,1.0,zero,15,200,0.0,4,0.8,0.1864,2077,387,11959,16.6,5.6,0.9192,0.3605,0.0959,0.2388,0.40360000000000007
perch,3.0,1.0,zero,20,200,0.0,4,0.4,0.2037,2075,387,12023,16.4,5.8,0.9227,0.357,0.0941,0.2362,0.4025
perch,0.5,0.25,repeat,5,50,0.0,24,13.9,0.0474,335,50,25891,70.4,9.3,0.5377,0.4548,0.2212,0.3963,0.40249999999999997
perch,3.0,1.5,zero,20,200,0.0,4,0.3,0.1795,1393,258,8009,10.8,0.7,0.9228,0.3555,0.0944,0.2355,0.40205
perch,3.0,1.5,zero,10,200,0.0,4,0.0,0.2056,1392,259,8045,10.5,0.5,0.926,0.3528,0.093,0.2335,0.401325
perch,0.5,0.5,repeat,5,100,0.0,11,8.4,0.4277,827,115,14641,35.4,7.0,0.5696,0.4397,0.2181,0.3671,0.398625
perch,0.5,0.5,repeat,10,100,0.0,11,8.5,0.4288,830,115,14598,36.9,7.3,0.569,0.4388,0.2179,0.3665,0.39805
perch,0.5,0.5,repeat,15,200,0.0,9,13.3,0.4333,1039,308,14103,40.0,7.6,0.5384,0.4507,0.2271,0.3724,0.39715
perch,0.5,0.25,repeat,2,50,0.0,27,7.6,0.0348,358,54,26826,74.2,6.0,0.5751,0.4328,0.1989,0.3815,0.397075
perch,0.5,0.5,repeat,10,200,0.0,9,13.4,0.4595,1091,302,14215,36.9,7.6,0.537,0.4502,0.2255,0.3721,0.3962
perch,0.5,0.25,repeat,20,50,0.0,20,18.7,0.5895,837,53,25992,84.7,11.5,0.5019,0.4651,0.2096,0.4075,0.396025
perch,0.5,0.5,repeat,5,200,0.0,9,13.0,0.4592,1072,299,14221,35.4,7.3,0.5384,0.4488,0.2243,0.3706,0.395525
perch,1.5,1.5,repeat,15,200,0.0,5,1.1,0.2226,2716,240,4401,11.6,0.7,0.8285,0.3449,0.1581,0.2482,0.39492499999999997
perch,0.5,0.5,repeat,20,100,0.0,13,10.9,0.1551,454,114,14140,39.4,7.0,0.5554,0.4407,0.2136,0.3674,0.394275
perch,1.0,0.25,zero,15,200,0.0,8,2.6,0.5252,2158,227,47788,79.6,10.0,0.7296,0.4238,0.1175,0.3061,0.39425
perch,0.5,0.25,repeat,10,200,0.0,12,20.5,0.1728,1430,238,24101,76.6,10.6,0.5069,0.456,0.2233,0.3894,0.39390000000000003
perch,3.0,3.0,repeat,2,200,0.0,3,0.3,0.1272,797,599,4132,27.0,0.2,0.9239,0.3369,0.0967,0.2162,0.393425
perch,2.0,2.0,repeat,30,200,0.0,3,0.3,0.2005,2025,752,5516,20.5,1.0,0.8905,0.3387,0.119,0.2242,0.3931
perch,0.5,0.25,repeat,15,100,0.0,13,13.3,0.2851,1416,153,24642,82.5,11.0,0.553,0.4344,0.2132,0.3698,0.39260000000000006
perch,0.5,0.5,repeat,15,100,0.0,12,8.4,0.0963,654,114,14899,40.0,7.2,0.5678,0.4346,0.198,0.3662,0.39165
perch,0.5,0.5,repeat,10,50,0.0,20,9.2,0.1407,358,59,13759,36.9,7.2,0.5599,0.4286,0.202,0.3719,0.39059999999999995
perch,0.5,0.5,repeat,5,50,0.0,22,11.9,0.0653,314,61,13296,35.4,7.0,0.5492,0.435,0.1894,0.3844,0.3895
perch,1.0,0.5,zero,30,50,0.0,6,0.0,0.5758,2437,551,23987,46.3,7.5,0.7492,0.4011,0.1208,0.2861,0.38930000000000003
perch,0.5,0.5,zero,20,50,0.0,22,28.0,0.3854,604,65,6451,39.9,7.5,0.5006,0.4195,0.2422,0.3847,0.38675000000000004
perch,1.0,0.5,zero,5,200,0.0,6,1.2,0.4276,2383,557,23979,34.0,8.1,0.7394,0.4025,0.1187,0.2863,0.386725
perch,1.0,1.0,repeat,10,200,0.0,5,1.2,0.1665,3168,327,6472,17.4,6.8,0.7412,0.3609,0.1689,0.2675,0.38462500000000005
perch,1.0,1.0,repeat,30,200,0.0,5,1.2,0.1177,3164,325,6474,20.4,5.9,0.7414,0.3606,0.1688,0.2673,0.384525
perch,0.5,0.25,repeat,20,200,0.0,12,18.4,0.5563,1200,237,28610,84.7,12.5,0.4951,0.4558,0.1992,0.3829,0.38325
perch,1.5,0.5,zero,30,200,0.0,5,0.0,0.3611,2742,696,25346,42.9,7.1,0.8393,0.3612,0.0883,0.2416,0.38260000000000005
perch,3.0,0.5,repeat,5,200,0.0,3,0.5,0.0941,3489,3452,26167,29.1,7.4,0.9219,0.3245,0.0802,0.2036,0.38255
perch,3.0,0.5,repeat,10,200,0.0,3,0.3,0.3723,3485,3432,26243,30.8,6.3,0.9234,0.3217,0.0793,0.2017,0.38152499999999995
perch,3.0,0.5,repeat,15,200,0.0,3,0.4,0.3525,3487,3368,26280,34.7,6.5,0.9227,0.3211,0.0789,0.2012,0.380975
perch,1.0,0.5,repeat,30,200,0.0,5,1.3,0.4943,2593,633,23711,52.3,8.2,0.7411,0.3896,0.1196,0.2731,0.38085
perch,3.0,0.5,zero,10,200,0.0,3,0.0,0.2739,3408,3400,26456,30.9,6.7,0.9266,0.319,0.0773,0.1995,0.3806
perch,3.0,3.0,zero,30,200,0.0,3,2.3,0.2147,812,591,4015,14.7,0.9,0.904,0.3225,0.0859,0.2083,0.38017500000000004
perch,3.0,0.5,repeat,20,200,0.0,3,0.6,0.3204,3486,3339,26246,32.8,8.2,0.9208,0.3203,0.0787,0.2007,0.38012499999999994
perch,3.0,0.5,zero,20,200,0.0,3,0.4,0.499,3417,3393,26321,33.5,6.7,0.9226,0.3194,0.0781,0.1999,0.38
perch,3.0,0.5,zero,30,200,0.0,3,0.5,0.1299,3419,3367,26318,38.4,6.7,0.9217,0.319,0.0779,0.1997,0.379575
perch,3.0,3.0,zero,15,200,0.0,3,2.3,0.428,816,590,4012,13.0,0.8,0.904,0.3206,0.0858,0.2071,0.3793750000000001
perch,0.5,0.5,repeat,20,200,0.0,7,10.7,0.3735,2063,438,14060,39.4,7.4,0.559,0.4127,0.2135,0.3282,0.37835
perch,3.0,3.0,zero,10,200,0.0,3,5.1,0.1193,809,591,3863,12.8,0.9,0.8761,0.3284,0.094,0.2137,0.37805
perch,1.0,0.5,zero,2,50,0.0,17,5.8,0.1889,225,62,23815,46.3,6.0,0.7013,0.4072,0.1012,0.3023,0.378
perch,3.0,3.0,zero,5,200,0.0,3,5.6,0.1171,817,591,3823,10.9,0.8,0.871,0.3289,0.096,0.2145,0.3776
perch,0.5,0.5,repeat,30,200,0.0,7,9.9,0.3791,2059,442,14390,47.8,9.9,0.5609,0.4099,0.2099,0.3258,0.376625
perch,3.0,3.0,zero,2,200,0.0,3,5.6,0.0455,800,594,3838,29.7,0.2,0.8705,0.3274,0.0949,0.2132,0.37650000000000006
perch,3.0,3.0,zero,20,200,0.0,3,5.2,0.1439,792,593,3870,12.5,0.9,0.8746,0.3245,0.0925,0.2109,0.37562500000000004
perch,0.5,0.5,zero,5,200,0.0,9,10.6,0.48,890,216,16719,36.1,7.5,0.5454,0.4218,0.1927,0.3421,0.37550000000000006
perch,2.5,0.25,zero,2,200,0.0,3,1.6,0.0367,6944,6434,52068,68.5,7.0,0.9008,0.3203,0.0786,0.2004,0.375025
perch,1.5,1.5,repeat,5,200,0.0,4,0.0,0.3096,1803,245,7237,10.4,0.5,0.8385,0.3198,0.1148,0.2112,0.37107500000000004
perch,1.5,1.5,zero,2,100,0.0,4,0.0,0.5069,1741,224,7382,26.2,0.8,0.8385,0.3052,0.108,0.2006,0.36307500000000004
perch,0.5,0.5,zero,20,200,0.0,13,29.0,0.336,860,237,6035,39.9,7.8,0.5417,0.3729,0.2239,0.3068,0.361325
perch,0.25,0.25,zero,15,200,0.0,13,14.1,0.5755,1075,201,37473,87.1,8.6,0.4625,0.4276,0.1875,0.3625,0.360025
perch,0.5,0.5,repeat,2,100,0.0,14,5.9,0.1055,403,109,14659,47.0,7.8,0.5808,0.385,0.1564,0.3134,0.3589
perch,0.5,0.5,zero,15,200,0.0,13,27.7,0.3169,896,246,6015,40.1,9.0,0.5406,0.3685,0.2222,0.3038,0.358775
perch,1.0,0.5,repeat,20,100,0.0,4,0.2,0.564,4429,632,23713,38.3,5.8,0.7484,0.3431,0.1119,0.2309,0.358575
perch,1.0,0.5,repeat,20,50,0.0,4,0.0,0.4401,4459,632,23713,38.3,5.8,0.7494,0.3422,0.112,0.2303,0.358475
perch,0.5,0.25,repeat,30,200,0.0,8,11.6,0.0694,1526,238,24058,113.9,12.9,0.5754,0.3707,0.188,0.2859,0.355
perch,0.25,0.25,zero,2,50,0.0,18,3.8,0.1327,396,92,34710,78.0,5.6,0.5271,0.3763,0.1855,0.3282,0.354275
perch,2.5,1.0,repeat,20,200,0.0,4,0.0,0.5136,1031,394,14176,16.6,5.2,0.9152,0.2716,0.0509,0.165,0.350675
perch,1.0,1.0,repeat,5,200,0.0,4,1.2,0.2361,4812,328,6475,16.1,5.9,0.741,0.294,0.1383,0.2071,0.3451
perch,1.0,1.0,repeat,15,200,0.0,4,1.2,0.1782,4813,327,6472,18.1,5.9,0.7409,0.2935,0.1382,0.2067,0.34482500000000005
perch,1.0,1.0,repeat,20,200,0.0,4,1.1,0.2011,4817,326,6492,17.8,5.8,0.7421,0.2927,0.1377,0.2061,0.34464999999999996
perch,2.0,0.5,zero,15,200,0.0,4,0.0,0.2014,1893,780,28698,35.8,6.2,0.8917,0.2705,0.0497,0.1635,0.34385000000000004
perch,2.0,0.5,zero,10,200,0.0,4,0.0,0.3964,1893,781,28697,33.0,6.2,0.8917,0.2702,0.0497,0.1633,0.34372500000000006
perch,0.25,0.25,repeat,20,50,0.0,29,32.0,0.5348,308,53,30385,82.6,8.9,0.371,0.4422,0.1548,0.4048,0.3432
perch,2.0,1.0,zero,10,100,0.0,4,0.0,0.6174,937,391,14367,16.4,7.1,0.8923,0.2672,0.0487,0.1613,0.342375
perch,2.0,1.0,zero,10,200,0.0,4,0.0,0.3474,937,391,14367,16.4,7.2,0.8923,0.2672,0.0487,0.1613,0.342375
perch,2.0,1.5,zero,20,200,0.0,4,0.0,0.4165,626,234,9601,11.4,1.2,0.8894,0.2689,0.0489,0.162,0.34229999999999994
perch,0.5,0.5,zero,2,50,0.0,17,4.2,0.0207,341,60,24800,48.1,6.2,0.5906,0.3836,0.09,0.2957,0.339975
perch,0.25,0.25,repeat,10,50,0.0,26,30.7,0.4762,294,54,30664,77.8,9.9,0.3812,0.4383,0.1438,0.3908,0.338525
perch,3.0,1.5,repeat,5,200,0.0,3,0.0,0.5797,1197,254,9637,9.7,1.0,0.926,0.2275,0.0417,0.1337,0.332225
perch,0.5,0.5,repeat,2,50,0.0,16,4.7,0.3944,335,60,25116,47.0,7.6,0.589,0.3714,0.0908,0.2759,0.331775
perch,0.25,0.25,repeat,2,100,0.0,21,17.5,0.5112,308,100,35618,77.1,6.4,0.4367,0.3996,0.1397,0.35,0.3315
perch,0.5,0.5,zero,30,200,0.0,6,7.9,0.5546,3227,389,16811,45.6,7.7,0.5672,0.3426,0.1572,0.2581,0.33127500000000004
