Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Cluster	Label	Score
146	Spectrogram 1	1	378.500000	379.000000	0	0	12	cluster_12	0.7742
147	Spectrogram 1	1	378.750000	379.250000	0	0	noise	cluster_noise	0.0000
148	Spectrogram 1	1	379.000000	379.500000	0	0	12	cluster_12	0.8537
149	Spectrogram 1	1	379.250000	379.750000	0	0	noise	cluster_noise	0.0000
150	Spectrogram 1	1	379.500000	380.250000	0	0	5	cluster_5	0.6082
151	Spectrogram 1	1	380.000000	380.750000	0	0	6	cluster_6	1.0000
152	Spectrogram 1	1	380.500000	381.250000	0	0	noise	cluster_noise	0.0000
153	Spectrogram 1	1	381.000000	381.750000	0	0	12	cluster_12	0.9527
154	Spectrogram 1	1	381.500000	382.000000	0	0	noise	cluster_noise	0.0000
155	Spectrogram 1	1	381.750000	382.250000	0	0	5	cluster_5	0.5561
156	Spectrogram 1	1	382.000000	382.500000	0	0	6	cluster_6	0.9199
157	Spectrogram 1	1	382.250000	382.750000	0	0	12	cluster_12	0.8680
158	Spectrogram 1	1	382.500000	383.500000	0	0	noise	cluster_noise	0.0000
159	Spectrogram 1	1	383.250000	383.750000	0	0	12	cluster_12	0.8590
160	Spectrogram 1	1	383.500000	384.000000	0	0	noise	cluster_noise	0.0000
161	Spectrogram 1	1	383.750000	384.250000	0	0	6	cluster_6	1.0000
162	Spectrogram 1	1	384.000000	385.750000	0	0	noise	cluster_noise	0.0000
163	Spectrogram 1	1	385.500000	386.000000	0	0	12	cluster_12	0.9868
164	Spectrogram 1	1	385.750000	386.250000	0	0	noise	cluster_noise	0.0000
165	Spectrogram 1	1	386.000000	388.000000	0	0	6	cluster_6	0.8352
166	Spectrogram 1	1	387.750000	388.250000	0	0	noise	cluster_noise	0.0000
167	Spectrogram 1	1	388.000000	390.000000	0	0	3	cluster_3	0.9308
168	Spectrogram 1	1	389.750000	390.250000	0	0	noise	cluster_noise	0.0000
169	Spectrogram 1	1	390.000000	391.000000	0	0	5	cluster_5	0.6309
170	Spectrogram 1	1	390.750000	391.500000	0	0	6	cluster_6	1.0000
171	Spectrogram 1	1	391.250000	392.000000	0	0	5	cluster_5	0.6481
172	Spectrogram 1	1	391.750000	392.500000	0	0	6	cluster_6	0.8308
173	Spectrogram 1	1	392.250000	394.750000	0	0	5	cluster_5	0.8321
174	Spectrogram 1	1	394.500000	395.000000	0	0	6	cluster_6	1.0000
175	Spectrogram 1	1	394.750000	395.250000	0	0	5	cluster_5	0.5036
176	Spectrogram 1	1	395.000000	396.000000	0	0	noise	cluster_noise	0.0000
177	Spectrogram 1	1	395.750000	396.250000	0	0	6	cluster_6	0.8491
178	Spectrogram 1	1	396.000000	397.000000	0	0	5	cluster_5	0.5611
179	Spectrogram 1	1	396.750000	397.250000	0	0	6	cluster_6	1.0000
180	Spectrogram 1	1	397.000000	397.750000	0	0	noise	cluster_noise	0.0000
181	Spectrogram 1	1	397.500000	398.000000	0	0	12	cluster_12	0.8745
182	Spectrogram 1	1	397.750000	398.250000	0	0	noise	cluster_noise	0.0000
183	Spectrogram 1	1	398.000000	399.250000	0	0	6	cluster_6	0.8032
184	Spectrogram 1	1	399.000000	400.250000	0	0	noise	cluster_noise	0.0000
185	Spectrogram 1	1	400.000000	401.750000	0	0	6	cluster_6	0.7694
186	Spectrogram 1	1	401.500000	402.250000	0	0	12	cluster_12	0.8358
187	Spectrogram 1	1	402.000000	402.500000	0	0	noise	cluster_noise	0.0000
188	Spectrogram 1	1	402.250000	404.000000	0	0	6	cluster_6	0.9151
189	Spectrogram 1	1	403.750000	404.500000	0	0	noise	cluster_noise	0.0000
190	Spectrogram 1	1	404.250000	406.750000	0	0	3	cluster_3	0.8854
191	Spectrogram 1	1	406.500000	407.000000	0	0	noise	cluster_noise	0.0000
192	Spectrogram 1	1	406.750000	407.500000	0	0	5	cluster_5	0.6501
193	Spectrogram 1	1	407.250000	410.750000	0	0	6	cluster_6	0.9976
194	Spectrogram 1	1	410.500000	411.250000	0	0	4	cluster_4	0.9624
195	Spectrogram 1	1	411.000000	411.750000	0	0	noise	cluster_noise	0.0000
196	Spectrogram 1	1	411.500000	412.500000	0	0	6	cluster_6	0.8370
197	Spectrogram 1	1	412.250000	414.250000	0	0	0	cluster_0	0.8694
198	Spectrogram 1	1	414.000000	416.250000	0	0	6	cluster_6	0.9313
199	Spectrogram 1	1	416.000000	416.500000	0	0	noise	cluster_noise	0.0000
200	Spectrogram 1	1	416.250000	418.250000	0	0	3	cluster_3	0.8229
201	Spectrogram 1	1	418.000000	419.000000	0	0	5	cluster_5	0.6153
202	Spectrogram 1	1	418.750000	421.750000	0	0	6	cluster_6	0.9795
203	Spectrogram 1	1	421.500000	422.000000	0	0	noise	cluster_noise	0.0000
204	Spectrogram 1	1	421.750000	423.750000	0	0	4	cluster_4	0.9893
205	Spectrogram 1	1	423.500000	424.000000	0	0	6	cluster_6	1.0000
206	Spectrogram 1	1	423.750000	426.000000	0	0	0	cluster_0	0.8656
207	Spectrogram 1	1	425.750000	428.250000	0	0	6	cluster_6	0.9730
208	Spectrogram 1	1	428.000000	428.500000	0	0	noise	cluster_noise	0.0000
209	Spectrogram 1	1	428.250000	430.000000	0	0	3	cluster_3	0.9049
210	Spectrogram 1	1	429.750000	431.000000	0	0	5	cluster_5	0.6944
211	Spectrogram 1	1	430.750000	433.250000	0	0	6	cluster_6	0.9953
212	Spectrogram 1	1	433.000000	434.750000	0	0	4	cluster_4	1.0000
213	Spectrogram 1	1	434.500000	435.250000	0	0	noise	cluster_noise	0.0000
214	Spectrogram 1	1	435.000000	435.500000	0	0	4	cluster_4	1.0000
215	Spectrogram 1	1	435.250000	436.000000	0	0	6	cluster_6	0.8627
216	Spectrogram 1	1	435.750000	436.250000	0	0	noise	cluster_noise	0.0000
217	Spectrogram 1	1	436.000000	436.500000	0	0	6	cluster_6	1.0000
218	Spectrogram 1	1	436.250000	438.500000	0	0	4	cluster_4	1.0000
219	Spectrogram 1	1	438.250000	439.000000	0	0	noise	cluster_noise	0.0000
220	Spectrogram 1	1	438.750000	440.000000	0	0	4	cluster_4	1.0000
221	Spectrogram 1	1	439.750000	440.250000	0	0	noise	cluster_noise	0.0000
222	Spectrogram 1	1	440.000000	441.500000	0	0	6	cluster_6	0.9010
223	Spectrogram 1	1	441.250000	442.000000	0	0	11	cluster_11	0.9633
224	Spectrogram 1	1	441.750000	442.250000	0	0	noise	cluster_noise	0.0000
225	Spectrogram 1	1	442.000000	442.500000	0	0	6	cluster_6	1.0000
226	Spectrogram 1	1	442.250000	443.000000	0	0	noise	cluster_noise	0.0000
227	Spectrogram 1	1	442.750000	443.250000	0	0	5	cluster_5	0.5628
228	Spectrogram 1	1	443.000000	443.500000	0	0	6	cluster_6	1.0000
229	Spectrogram 1	1	443.250000	443.750000	0	0	12	cluster_12	0.8225
230	Spectrogram 1	1	443.500000	444.000000	0	0	11	cluster_11	0.9071
231	Spectrogram 1	1	443.750000	444.250000	0	0	noise	cluster_noise	0.0000
232	Spectrogram 1	1	444.000000	444.500000	0	0	6	cluster_6	1.0000
233	Spectrogram 1	1	444.250000	445.000000	0	0	noise	cluster_noise	0.0000
234	Spectrogram 1	1	444.750000	445.250000	0	0	5	cluster_5	0.5517
235	Spectrogram 1	1	445.000000	445.500000	0	0	6	cluster_6	1.0000
236	Spectrogram 1	1	445.250000	445.750000	0	0	5	cluster_5	0.5170
237	Spectrogram 1	1	445.500000	446.250000	0	0	11	cluster_11	0.9469
238	Spectrogram 1	1	446.000000	446.750000	0	0	6	cluster_6	1.0000
239	Spectrogram 1	1	446.500000	447.500000	0	0	noise	cluster_noise	0.0000
240	Spectrogram 1	1	447.250000	448.000000	0	0	6	cluster_6	0.9995
241	Spectrogram 1	1	447.750000	448.500000	0	0	4	cluster_4	0.8077
242	Spectrogram 1	1	448.250000	449.250000	0	0	noise	cluster_noise	0.0000
